SKU_Name,Family_Name,Bottle_Shape,Capacity_OZ,Description
GBSlm50RdcrIvyLthr,GBSlm,Slim,1.7oz,"Slimdesign50 ml,  1.7oz Clear glass bottle  withreducerandivory faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
LBSlm50LtnCu,LBSlm,Slim,1.7oz,"Slimdesign50 ml,  1.7oz Clear glass bottle  withmatte copper lotion pump0.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm100RdcrShnGl,GBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandshiny gold cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm100RdcrShnBlkTall,GBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandtall black shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm100RdcrShnBlk,GBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandblack shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm100RdcrBrwnLthr,GBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandbrown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm100RdcrLBrwnLthr,GBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandlight brown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm100RdcrShnSl,GBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandshiny silver cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm100RdcrMtSlTall,GBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandtall silver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm100RdcrMtSl,GBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandsilver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm100RdcrWht,GBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withreducerandwhite cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm100SpryMtGl,GBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withmatte gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
LBSlm100LtnMtGl,LBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withmatte gold lotion pump00.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm100SpryShnGl,GBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withshiny gold spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
LBSlm100LtnShnGl,LBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withshiny gold lotion pump.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm100SpryShnBlk,GBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withshiny black spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
LBSlm100LtnShnBlk,LBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withshiny black lotion pump.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm100SpryMtSl,GBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withmatte silver spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
LBSlm100LtnMtSl,LBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withmatte silver lotion pump.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
LBSlm100LtnClOvrCap,LBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withwith a matte silver collar treatment pump and clear overcap.0.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm100SpryShnSl,GBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withshiny silver spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
LBSlm100LtnShnSl,LBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withshiny silver lotion pump0.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm100AnSpLvn,GBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withlavender vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm100AnSpPnk,GBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withpink vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm100AnSpMtSl,GBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withmatte silver vintage style sprayerwithmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm100AnSpIvySl,GBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withivory vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm100AnSpGl,GBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withgold vintage style sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm100AnSpIvyGl,GBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withivory vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm100AnSpWht,GBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withwhite vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm100AnSpRed,GBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withred vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm100AnSpTslLvn,GBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withLavender vintage style bulb sprayer with Tasselwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm100AnSpTslIvyGl,GBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withIvory vintage style bulb sprayer with tasselwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm100AnSpTslIvySl,GBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withIvory vintage style bulb sprayer with tasselwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm100AnSpTslWht,GBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withWhite vintage style bulb sprayer with tasselwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm100AnSpTslPnk,GBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withPink vintage style bulb sprayer with tasselwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm100AnSpTslRed,GBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withRed vintage style bulb sprayer with tasselwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm100AnSpTslMtSl,GBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withSilver vintage style bulb sprayer with tasselwithmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm100AnSpTslGl,GBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withGold vintage style bulb sprayer with tasselwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
LBSlm100WhtClOvrCp,LBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withwhite rectangularwithclear over the cap.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm100RdcrPnkLthr,GBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withreducerwithpink faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBSlm100RdcrIvyLthr,GBSlm,Slim,3 1/2oz,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withreducerwithivory faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each"
GBElg60RdcrShnGl,GBElg,Elegant,2oz,"Elegantdesign60 ml,  2oz Clear glass bottle  withreducerandshiny gold cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Elegant bottle is a family of bottles available in 5ml , 15ml, 30ml, 60ml and 100ml.Price each"
GBElg60RdcrShnBlkTall,GBElg,Elegant,2oz,"Elegantdesign60 ml,  2oz Clear glass bottle  withreducerandtall black shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Elegant bottle is a family of bottles available in 5ml , 15ml, 30ml, 60ml and 100ml.Price each"
GBElg60RdcrShnBlk,GBElg,Elegant,2oz,"Elegantdesign60 ml,  2oz Clear glass bottle  withreducerandblack shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Elegant bottle is a family of bottles available in 5ml , 15ml, 30ml, 60ml and 100ml.Price each"
GBElg60RdcrBrwnLthr,GBElg,Elegant,2oz,"Elegantdesign60 ml,  2oz Clear glass bottle  withreducerandbrown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Elegant bottle is a family of bottles available in 5ml , 15ml, 30ml, 60ml and 100ml.Price each"
GBElg60RdcrLBrwnLthr,GBElg,Elegant,2oz,"Elegantdesign60 ml,  2oz Clear glass bottle  withreducerandlight brown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Elegant bottle is a family of bottles available in 5ml , 15ml, 30ml, 60ml and 100ml.Price each"
GBElg60RdcrShnSl,GBElg,Elegant,2oz,"Elegantdesign60 ml,  2oz Clear glass bottle  withreducerandshiny silver cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Elegant bottle is a family of bottles available in 5ml , 15ml, 30ml, 60ml and 100ml.Price each"
GBElg60RdcrMtSlTall,GBElg,Elegant,2oz,"Elegantdesign60 ml,  2oz Clear glass bottle  withreducerandtall silver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Elegant bottle is a family of bottles available in 5ml , 15ml, 30ml, 60ml and 100ml.Price each"
GBElg60RdcrMtSl,GBElg,Elegant,2oz,"Elegantdesign60 ml,  2oz Clear glass bottle  withreducerandsilver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Elegant bottle is a family of bottles available in 5ml , 15ml, 30ml, 60ml and 100ml.Price each"
GBElg60RdcrWht,GBElg,Elegant,2oz,"Elegantdesign60 ml,  2oz Clear glass bottle  withreducerandwhite cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Elegant bottle is a family of bottles available in 5ml , 15ml, 30ml, 60ml and 100ml.Price each"
GBElg60SpryMtGl,GBElg,Elegant,2oz,"Elegantdesign60 ml,  2oz Clear glass bottle  withmatte gold spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Elegant bottle is a family of bottles available in 5ml , 15ml, 30ml, 60ml and 100ml.Price each"
