SKU_Name,SKU,Price_Tier1,Description,Status
GBSlm100SpryShnBlk,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withshiny black spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
LBSlm100LtnShnBlk,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withshiny black lotion pump.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm100SpryMtSl,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withmatte silver spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
LBSlm100LtnMtSl,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withmatte silver lotion pump.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
LBSlm100LtnClOvrCap,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withwith a matte silver collar treatment pump and clear overcap.0.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm100SpryShnSl,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withshiny silver spray pump0.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
LBSlm100LtnShnSl,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withshiny silver lotion pump0.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm100AnSpLvn,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withlavender vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm100AnSpPnk,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withpink vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm100AnSpMtSl,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withmatte silver vintage style sprayerwithmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm100AnSpIvySl,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withivory vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm100AnSpGl,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withgold vintage style sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm100AnSpIvyGl,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withivory vintage style bulb sprayerwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm100AnSpBlk,GBSlm100AnSpBlk,$5.61,"Slim design 100 ml, 3 1/2oz clear glass bottle with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beaut",Found
GBSlm100AnSpWht,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withwhite vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm100AnSpRed,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withred vintage style bulb sprayerwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm100AnSpTslLvn,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withLavender vintage style bulb sprayer with Tasselwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm100AnSpTslIvyGl,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withIvory vintage style bulb sprayer with tasselwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm100AnSpTslIvySl,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withIvory vintage style bulb sprayer with tasselwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm100AnSpTslWht,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withWhite vintage style bulb sprayer with tasselwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm100AnSpTslPnk,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withPink vintage style bulb sprayer with tasselwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm100AnSpTslRed,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withRed vintage style bulb sprayer with tasselwithshiny silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm100AnSpTslBlk,GBSlm100AnSpTslBlk,$6.32,"Slim design 100 ml, 3 1/2oz clear glass bottle with Black vintage style bulb sprayer with tassel with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhan",Found
GBSlm100AnSpTslMtSl,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withSilver vintage style bulb sprayer with tasselwithmatte silver collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm100AnSpTslGl,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withGold vintage style bulb sprayer with tasselwithshiny gold collar cap.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Antique or vintage bulb sprayers enhance the beauty of your product.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
LBSlm100WhtClOvrCp,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withwhite rectangularwithclear over the cap.For use with lotions, moisturizer, and serums.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm100RdcrPnkLthr,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withreducerwithpink faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm100RdcrIvyLthr,,,"Slimdesign100 ml,  3 1/2oz Clear glass bottle  withreducerwithivory faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.Price each",Missing
GBSlm100SpryCu,GBSlm100SpryCu,$2.90,"Slim design 100 ml, 3 1/2oz clear glass bottle with matte copper spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Slim design bottle is a family of bottles available 30ml, 50ml and 100ml.",Found
LBSlm100LtnCu,LBSlm100LtnCu,$2.90,"Slim design 100 ml, 3 1/2oz clear glass bottle with matte copper lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Slim design bottle is a family of bottles avai",Found
GBElg60RdcrShnGl,,,"Elegantdesign60 ml,  2oz Clear glass bottle  withreducerandshiny gold cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Elegant bottle is a family of bottles available in 5ml , 15ml, 30ml, 60ml and 100ml.Price each",Missing
GBElg60RdcrShnBlkTall,,,"Elegantdesign60 ml,  2oz Clear glass bottle  withreducerandtall black shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Elegant bottle is a family of bottles available in 5ml , 15ml, 30ml, 60ml and 100ml.Price each",Missing
GBElg60RdcrShnBlk,,,"Elegantdesign60 ml,  2oz Clear glass bottle  withreducerandblack shiny cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Elegant bottle is a family of bottles available in 5ml , 15ml, 30ml, 60ml and 100ml.Price each",Missing
GBElg60RdcrBlkLthr,GBElg60RdcrBlkLthr,$1.90,"Elegant design 60 ml, 2oz clear glass bottle with reducer and black faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Elegant bottle is a family of bottles available in 5ml, 15ml, 30ml, 60ml and 100",Found
GBElg60RdcrBrwnLthr,,,"Elegantdesign60 ml,  2oz Clear glass bottle  withreducerandbrown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Elegant bottle is a family of bottles available in 5ml , 15ml, 30ml, 60ml and 100ml.Price each",Missing
GBElg60RdcrLBrwnLthr,,,"Elegantdesign60 ml,  2oz Clear glass bottle  withreducerandlight brown faux leather cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Elegant bottle is a family of bottles available in 5ml , 15ml, 30ml, 60ml and 100ml.Price each",Missing
GBElg60RdcrShnSl,,,"Elegantdesign60 ml,  2oz Clear glass bottle  withreducerandshiny silver cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Elegant bottle is a family of bottles available in 5ml , 15ml, 30ml, 60ml and 100ml.Price each",Missing
GBElg60RdcrMtSlTall,,,"Elegantdesign60 ml,  2oz Clear glass bottle  withreducerandtall silver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Elegant bottle is a family of bottles available in 5ml , 15ml, 30ml, 60ml and 100ml.Price each",Missing
GBElg60RdcrMtSl,,,"Elegantdesign60 ml,  2oz Clear glass bottle  withreducerandsilver matte cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Elegant bottle is a family of bottles available in 5ml , 15ml, 30ml, 60ml and 100ml.Price each",Missing
GBElg60RdcrWht,,,"Elegantdesign60 ml,  2oz Clear glass bottle  withreducerandwhite cap.For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils.Elegant bottle is a family of bottles available in 5ml , 15ml, 30ml, 60ml and 100ml.Price each",Missing
GBElg60SpryMtGl,,,"Elegantdesign60 ml,  2oz Clear glass bottle  withmatte gold spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Elegant bottle is a family of bottles available in 5ml , 15ml, 30ml, 60ml and 100ml.Price each",Missing
LBElg60LtnMtGl,,,"Elegantdesign60 ml,  2oz Clear glass bottle  withmatte gold lotion pump0.For use with lotions, moisturizer, and serums.Elegant bottle is a family of bottles available in 5ml , 15ml, 30ml, 60ml and 100ml.Price each",Missing
GBElg60SpryShnGl,,,"Elegantdesign60 ml,  2oz Clear glass bottle  withshiny gold spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Elegant bottle is a family of bottles available in 5ml , 15ml, 30ml, 60ml and 100ml.Price each",Missing
LBElg60LtnShnGl,,,"Elegantdesign60 ml,  2oz Clear glass bottle  withshiny gold lotion pump.For use with lotions, moisturizer, and serums.Elegant bottle is a family of bottles available in 5ml , 15ml, 30ml, 60ml and 100ml.Price each",Missing
GBElg60SpryShnBlk,,,"Elegantdesign60 ml,  2oz Clear glass bottle  withshiny black spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Elegant bottle is a family of bottles available in 5ml , 15ml, 30ml, 60ml and 100ml.Price each",Missing
LBElg60LtnShnBlk,,,"Elegantdesign60 ml,  2oz Clear glass bottle  withshiny black lotion pump.For use with lotions, moisturizer, and serums.Elegant bottle is a family of bottles available in 5ml , 15ml, 30ml, 60ml and 100ml.Price each",Missing
GBElg60SpryMtSl,,,"Elegantdesign60 ml,  2oz Clear glass bottle  withmatte silver spray pump.For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.Elegant bottle is a family of bottles available in 5ml , 15ml, 30ml, 60ml and 100ml.Price each",Missing
LBElg60LtnMtSl,,,"Elegantdesign60 ml,  2oz Clear glass bottle  withmatte silver lotion pump.For use with lotions, moisturizer, and serums.Elegant bottle is a family of bottles available in 5ml , 15ml, 30ml, 60ml and 100ml.Price each",Missing
