SKU,Description,Image_URL,Included_Component,Material,Color,Use_Cases,Tags,Item_Type,Capacity,Height_With_Cap,Height_Without_Cap,Width,Depth,Neck_Finish,Price_1pc,Price_12pc,Price_144pc,Best_Bulk_Price,Min_Order_Qty,Main_Category,Sub_Category,Product_URL
GBBstn1ozMtlRollonBlk,"Boston round clear glass bottle with metal roll on and black cap, 1 oz capacity",https://www.bestbottles.com/images/store/enlarged_pics/GBBstn1ozMtlRollonBlk.gif,metal roll on and black cap,clear glass,clear,,"clear glass, clear, clear and colored glass roll on bottles with steel roller-balls, capacity range 1oz and more., 30ml","Clear and colored glass roll on bottles with steel roller-balls, capacity range 1oz and more.",30 ml (1.01 oz),97 ±1 mm,78 ±1 mm,,73 ±1 mm,20-400,$1.02,,$0.96,1800pc @ $0.83,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/boston-round-design-1-oz-clear-glass-bottle-metal-roller-ball-shiny-black-cap
GBBstn1ozMtlRollonBlk,"Boston round clear glass bottle with metal roll on and black cap, 1 oz capacity",https://www.bestbottles.com/images/store/enlarged_pics/GBBstn1ozMtlRollonBlk.gif,metal roll on and black cap,clear glass,clear,,"clear glass, clear, clear and colored glass roll on bottles with steel roller-balls, capacity range 1oz and more., 30ml","Clear and colored glass roll on bottles with steel roller-balls, capacity range 1oz and more.",30 ml (1.01 oz),97 ±1 mm,78 ±1 mm,,73 ±1 mm,20-400,$1.02,,$0.96,1800pc @ $0.83,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/boston-round-design-1-oz-clear-glass-bottle-metal-roller-ball-shiny-black-cap?video=true
GBBstn1ozRollonMattBlk,"Boston round design 30ml, 1oz Clear glass bottle with plastic roller ball plug and matte black cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable bottle with large, 12mm diameter roller ball.",https://www.bestbottles.com/images/store/enlarged_pics/GBBstn1ozRollMattBlk.gif,plastic roller ball plug and matte black cap,Clear glass,Clear,"aromatic oil, essential oil, fragrance, perfume","clear glass, clear, aromatic oil, essential oil, fragrance, perfume, clear glass roll on bottles.  capacity range 1oz and more, 30ml",Clear glass roll on bottles.  Capacity range 1oz and more,30 ml (1.01 oz),97 ±1 mm,78 ±1 mm,,73 ±1 mm,20-400,$0.87,,$0.83,1800pc @ $0.72,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/boston-round-design-1-oz-clear-glass-bottle-plastic-roller-ball-matte-black-cap
GBBstn1ozRollonMattBlk,"Boston round design 30ml, 1oz Clear glass bottle with plastic roller ball plug and matte black cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable bottle with large, 12mm diameter roller ball.",https://www.bestbottles.com/images/store/enlarged_pics/GBBstn1ozRollMattBlk.gif,plastic roller ball plug and matte black cap,Clear glass,Clear,"aromatic oil, essential oil, fragrance, perfume","clear glass, clear, aromatic oil, essential oil, fragrance, perfume, clear glass roll on bottles.  capacity range 1oz and more, 30ml",Clear glass roll on bottles.  Capacity range 1oz and more,30 ml (1.01 oz),97 ±1 mm,78 ±1 mm,,73 ±1 mm,20-400,$0.87,,$0.83,1800pc @ $0.72,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/boston-round-design-1-oz-clear-glass-bottle-plastic-roller-ball-matte-black-cap?video=true
GBBstn1ozBlkCapSht,"Boston round design 30ml, 1oz Clear glass bottle with short black cap. For use with Perfume oils, essential oils, diffuser oils and aromatherapy.",https://www.bestbottles.com/images/store/enlarged_pics/GBBstn1ozBlkCapSht.gif,short black cap,Clear glass,Clear,"essential oil, perfume","clear glass, clear, essential oil, perfume, boston round glass bottles with caps, 30ml",Boston Round Glass Bottles With Caps,30 ml (1.01 oz),78 ±1 mm,68 ±1 mm,,73 ±1 mm,20-400,$0.45,,$0.42,1800pc @ $0.37,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/boston-round-design-1-oz-clear-glass-bottle-short-black-cap
GBBstnBlu1ozBlkDropper,"Boston round design 30ml, 1oz Cobalt blue glass bottle with black dropper. For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.",https://www.bestbottles.com/images/store/enlarged_pics/GBBstnBlu1ozBlkDropper.gif,,Cobalt blue glass,Cobalt,perfume,"cobalt blue glass, cobalt, perfume, large selection of dropper bottles, 30ml",Large Selection of Dropper Bottles,30 ml (1.01 oz),102 ±2 mm,78 ±1 mm,,73 ±1 mm,20-400,$0.68,,$0.65,1800pc @ $0.56,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-black-dropper
GBBstnBlu1ozBlkDropper,"Boston round design 30ml, 1oz Cobalt blue glass bottle with black dropper. For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.",https://www.bestbottles.com/images/store/enlarged_pics/GBBstnBlu1ozBlkDropper.gif,,Cobalt blue glass,Cobalt,perfume,"cobalt blue glass, cobalt, perfume, large selection of dropper bottles, 30ml",Large Selection of Dropper Bottles,30 ml (1.01 oz),102 ±2 mm,78 ±1 mm,,73 ±1 mm,20-400,$0.68,,$0.65,1800pc @ $0.56,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-black-dropper?video=true
GBBstnBlu1ozMtlRollonGl,"Boston round design 30ml, 1oz Cobalt blue glass bottle with metal roller plug and shiny gold cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable bottle with large, 12mm diameter metal-roller ball.",https://www.bestbottles.com/images/store/enlarged_pics/GBBstnBlu1ozMtlRollonGl.gif,metal roller plug and shiny gold cap,Cobalt blue glass,Cobalt,"aromatic oil, essential oil, fragrance, perfume","cobalt blue glass, cobalt, aromatic oil, essential oil, fragrance, perfume, clear and colored glass roll on bottles with steel roller-balls, capacity range 1oz and more., 30ml","Clear and colored glass roll on bottles with steel roller-balls, capacity range 1oz and more.",30 ml (1.01 oz),97 ±1 mm,78 ±1 mm,,73 ±1 mm,20-400,$1.02,,$0.96,1800pc @ $0.83,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-metal-roller-ball-shiny-gold-cap
GBBstnBlu1ozMtlRollonGl,"Boston round design 30ml, 1oz Cobalt blue glass bottle with metal roller plug and shiny gold cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable bottle with large, 12mm diameter metal-roller ball.",https://www.bestbottles.com/images/store/enlarged_pics/GBBstnBlu1ozMtlRollonGl.gif,metal roller plug and shiny gold cap,Cobalt blue glass,Cobalt,"aromatic oil, essential oil, fragrance, perfume","cobalt blue glass, cobalt, aromatic oil, essential oil, fragrance, perfume, clear and colored glass roll on bottles with steel roller-balls, capacity range 1oz and more., 30ml","Clear and colored glass roll on bottles with steel roller-balls, capacity range 1oz and more.",30 ml (1.01 oz),97 ±1 mm,78 ±1 mm,,73 ±1 mm,20-400,$1.02,,$0.96,1800pc @ $0.83,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-metal-roller-ball-shiny-gold-cap?video=true
GBBstnBlu1ozRollonGl,"Boston round design 30ml, 1oz Cobalt blue glass bottle with plastic roller ball plug and shiny gold cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable bottle with large, 12mm diameter roller ball.",https://www.bestbottles.com/images/store/enlarged_pics/GBBstnBlu1ozRollonGl.gif,plastic roller ball plug and shiny gold cap,Cobalt blue glass,Cobalt,"aromatic oil, essential oil, fragrance, perfume","cobalt blue glass, cobalt, aromatic oil, essential oil, fragrance, perfume, clear glass roll on bottles.  capacity range 1oz and more, 30ml",Clear glass roll on bottles.  Capacity range 1oz and more,30 ml (1.01 oz),97 ±1 mm,78 ±1 mm,,73 ±1 mm,20-400,$0.87,,$0.83,1800pc @ $0.72,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-plastic-roller-ball-shiny-gold-cap
GBBstnBlu1ozRollonGl,"Boston round design 30ml, 1oz Cobalt blue glass bottle with plastic roller ball plug and shiny gold cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable bottle with large, 12mm diameter roller ball.",https://www.bestbottles.com/images/store/enlarged_pics/GBBstnBlu1ozRollonGl.gif,plastic roller ball plug and shiny gold cap,Cobalt blue glass,Cobalt,"aromatic oil, essential oil, fragrance, perfume","cobalt blue glass, cobalt, aromatic oil, essential oil, fragrance, perfume, clear glass roll on bottles.  capacity range 1oz and more, 30ml",Clear glass roll on bottles.  Capacity range 1oz and more,30 ml (1.01 oz),97 ±1 mm,78 ±1 mm,,73 ±1 mm,20-400,$0.87,,$0.83,1800pc @ $0.72,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-plastic-roller-ball-shiny-gold-cap?video=true
GBBstnBlu1ozBlkCapSht,"Boston round design 30ml, 1oz Cobalt blue glass bottle with short black cap. For use with Perfume oils, essential oils, diffuser oils and aromatherapy.",https://www.bestbottles.com/images/store/enlarged_pics/GBBstnBlu1ozBlkCapSht.gif,short black cap,Cobalt blue glass,Cobalt,"essential oil, perfume","cobalt blue glass, cobalt, essential oil, perfume, boston round glass bottles with caps, 30ml",Boston Round Glass Bottles With Caps,30 ml (1.01 oz),78 ±1 mm,78 ±1 mm,,73 ±1 mm,20-400,$0.45,,$0.42,1800pc @ $0.37,1,"Perfume Vials, Bottles, Roll on bottles and Decorative glass Bottles",Glass Bottles & Vials,https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-short-black-cap
